'0:16.3,0.8176
'0:16.4,0.8186
'0:16.5,0.8191
'0:16.6,0.8194
'0:16.7,0.8195
'0:16.8,0.8199
'0:16.9,0.8206
'0:17,0.8211
'0:17.1,0.8215
'0:17.2,0.8220
'0:17.3,0.8224
'0:17.4,0.8225
'0:17.5,0.8229
'0:17.6,0.8235
'0:17.7,0.8239
'0:17.8,0.8246
'0:17.9,0.8252
'0:18,0.8255
'0:18.1,0.8256
'0:18.2,0.8256
'0:18.3,0.8255
'0:18.4,0.8258
'0:18.5,0.8257
'0:18.6,0.8253
'0:18.7,0.8249
'0:18.8,0.8245
'0:18.9,0.8241
'0:19,0.8238
'0:19.1,0.8235
'0:19.2,0.8233
'0:19.3,0.8231
'0:19.4,0.8228
'0:19.5,0.8228
'0:19.6,0.8227
'0:19.7,0.8224
'0:19.8,0.8223
'0:19.9,0.8222
'0:20,0.8220
'0:20.1,0.8219
'0:20.2,0.8216
'0:20.3,0.8213
'0:20.4,0.8211
'0:20.5,0.8210
'0:20.6,0.8200
'0:20.7,0.8168
'0:20.8,0.8115
'0:20.9,0.8084
'0:21,0.8072
'0:21.1,0.8100
'0:21.2,0.8132
'0:21.3,0.8143
'0:21.4,0.8144
'0:21.5,0.8143
'0:21.6,0.8142
'0:21.7,0.8139
'0:21.8,0.8131
'0:21.9,0.8125
'0:22,0.8122
'0:22.1,0.8124
'0:22.2,0.8128
'0:22.3,0.8130
'0:22.4,0.8130
'0:22.5,0.8127
'0:22.6,0.8131
'0:22.7,0.8134
'0:22.8,0.8134
'0:22.9,0.8139
'0:23,0.8148
'0:23.1,0.8154
'0:23.2,0.8159
'0:23.3,0.8164
'0:23.4,0.8169
'0:23.5,0.8176
'0:23.6,0.8180
'0:23.7,0.8183
'0:23.8,0.8188
'0:23.9,0.8194
'0:24,0.8199
'0:24.1,0.8204
'0:24.2,0.8209
'0:24.3,0.8214
'0:24.4,0.8221
'0:24.5,0.8226
'0:24.6,0.8232
'0:24.7,0.8236
'0:24.8,0.8239
'0:24.9,0.8242
'0:25,0.8245
'0:25.1,0.8247
'0:25.2,0.8245
'0:25.3,0.8243
'0:25.4,0.8237
'0:25.5,0.8231
'0:25.6,0.8224
'0:25.7,0.8220
'0:25.8,0.8216
'0:25.9,0.8215
'0:26,0.8211
'0:26.1,0.8206
'0:26.2,0.8199
'0:26.3,0.8193
'0:26.4,0.8189
'0:26.5,0.8188
'0:26.6,0.8188
'0:26.7,0.8189
'0:26.8,0.8188
'0:26.9,0.8183
'0:27,0.8177
'0:27.1,0.8175
'0:27.2,0.8171
'0:27.3,0.8170
'0:27.4,0.8167
'0:27.5,0.8165
'0:27.6,0.8160
'0:27.7,0.8157
'0:27.8,0.8155
'0:27.9,0.8152
'0:28,0.8148
'0:28.1,0.8148
'0:28.2,0.8149
'0:28.3,0.8149
'0:28.4,0.8137
'0:28.5,0.8128
'0:28.6,0.8146
'0:28.7,0.8147
'0:28.8,0.8149
'0:28.9,0.8154
'0:29,0.8163
'0:29.1,0.8165
'0:29.2,0.8162
'0:29.3,0.8160
'0:29.4,0.8159
'0:29.5,0.8156
'0:29.6,0.8155
'0:29.7,0.8154
'0:29.8,0.8150
'0:29.9,0.8126
'0:30,0.8104
'0:30.1,0.8112
'0:30.2,0.8120
'0:30.3,0.8130
'0:30.4,0.8137
'0:30.5,0.8141
'0:30.6,0.8141
'0:30.7,0.8128
'0:30.8,0.8126
'0:30.9,0.8129
'0:31,0.8133
'0:31.1,0.8132
'0:31.2,0.8132
'0:31.3,0.8132
'0:31.4,0.8133
'0:31.5,0.8133
'0:31.6,0.8137
'0:31.7,0.8139
'0:31.8,0.8140
'0:31.9,0.8141
'0:32,0.8140
'0:32.1,0.8143
'0:32.2,0.8149
'0:32.3,0.8143
'0:32.4,0.8147
'0:32.5,0.8149
'0:32.6,0.8152
'0:32.7,0.8155
'0:32.8,0.8160
'0:32.9,0.8165
'0:33,0.8166
'0:33.1,0.8174
'0:33.2,0.8182
'0:33.3,0.8190
'0:33.4,0.8198
'0:33.5,0.8204
'0:33.6,0.8206
'0:33.7,0.8210
'0:33.8,0.8213
'0:33.9,0.8216
'0:34,0.8220
'0:34.1,0.8222
'0:34.2,0.8224
'0:34.3,0.8227
'0:34.4,0.8231
'0:34.5,0.8234
'0:34.6,0.8236
'0:34.7,0.8238
'0:34.8,0.8240
'0:34.9,0.8243
'0:35,0.8245
'0:35.1,0.8247
'0:35.2,0.8248
'0:35.3,0.8251
'0:35.4,0.8256
'0:35.5,0.8261
'0:35.6,0.8265
'0:35.7,0.8268
'0:35.8,0.8272
'0:35.9,0.8275
'0:36,0.8275
'0:36.1,0.8275
'0:36.2,0.8280
'0:36.3,0.8289
'0:36.4,0.8291
'0:36.5,0.8292
'0:36.6,0.8292
'0:36.7,0.8297
'0:36.8,0.8299
'0:36.9,0.8301
'0:37,0.8303
'0:37.1,0.8304
'0:37.2,0.8305
'0:37.3,0.8306
'0:37.4,0.8307
'0:37.5,0.8307
'0:37.6,0.8302
'0:37.7,0.8298
'0:37.8,0.8293
'0:37.9,0.8291
'0:38,0.8292
'0:38.1,0.8296
'0:38.2,0.8298
'0:38.3,0.8303
'0:38.4,0.8306
'0:38.5,0.8311
'0:38.6,0.8315
'0:38.7,0.8318
'0:38.8,0.8323
'0:38.9,0.8329
'0:39,0.8333
'0:39.1,0.8334
'0:39.2,0.8336
'0:39.3,0.8340
'0:39.4,0.8341
'0:39.5,0.8342
'0:39.6,0.8343
'0:39.7,0.8343
'0:39.8,0.8343
'0:39.9,0.8346
'0:40,0.8350
'0:40.1,0.8353
'0:40.2,0.8354
'0:40.3,0.8337
'0:40.4,0.8309
'0:40.5,0.8299
'0:40.6,0.8295
'0:40.7,0.8290
'0:40.8,0.8285
'0:40.9,0.8280
'0:41,0.8278
'0:41.1,0.8275
'0:41.2,0.8274
'0:41.3,0.8274
'0:41.4,0.8273
'0:41.5,0.8273
'0:41.6,0.8272
'0:41.7,0.8271
'0:41.8,0.8270
'0:41.9,0.8270
'0:42,0.8268
'0:42.1,0.8268
'0:42.2,0.8267
'0:42.3,0.8264
'0:42.4,0.8263
'0:42.5,0.8263
'0:42.6,0.8262
'0:42.7,0.8262
'0:42.8,0.8263
'0:42.9,0.8262
'0:43,0.8263
'0:43.1,0.8263
'0:43.2,0.8263
'0:43.3,0.8263
'0:43.4,0.8264
'0:43.5,0.8264
'0:43.6,0.8265
'0:43.7,0.8265
'0:43.8,0.8264
'0:43.9,0.8265
'0:44,0.8266
'0:44.1,0.8266
'0:44.2,0.8266
'0:44.3,0.8267
'0:44.4,0.8266
'0:44.5,0.8266
'0:44.6,0.8265
'0:44.7,0.8268
'0:44.8,0.8237
'0:44.9,0.8221
'0:45,0.8222
'0:45.1,0.8224
'0:45.2,0.8234
'0:45.3,0.8245
'0:45.4,0.8257
'0:45.5,0.8272
'0:45.6,0.8285
'0:45.7,0.8289
'0:45.8,0.8292
'0:45.9,0.8299
'0:46,0.8305
'0:46.1,0.8314
'0:46.2,0.8319
'0:46.3,0.8322
'0:46.4,0.8324
'0:46.5,0.8328
'0:46.6,0.8331
'0:46.7,0.8334
'0:46.8,0.8334
'0:46.9,0.8334
'0:47,0.8336
'0:47.1,0.8341
'0:47.2,0.8346
'0:47.3,0.8349
'0:47.4,0.8350
'0:47.5,0.8353
'0:47.6,0.8356
'0:47.7,0.8358
'0:47.8,0.8358
'0:47.9,0.8359
'0:48,0.8361
'0:48.1,0.8362
'0:48.2,0.8364
'0:48.3,0.8364
'0:48.4,0.8366
'0:48.5,0.8367
'0:48.6,0.8368
'0:48.7,0.8367
'0:48.8,0.8365
'0:48.9,0.8364
'0:49,0.8362
'0:49.1,0.8362
'0:49.2,0.8363
'0:49.3,0.8367
'0:49.4,0.8373
'0:49.5,0.8382
'0:49.6,0.8387
'0:49.7,0.8391
'0:49.8,0.8395
'0:49.9,0.8399
'0:50,0.8402
'0:50.1,0.8407
'0:50.2,0.8412
'0:50.3,0.8415
'0:50.4,0.8417
'0:50.5,0.8419
'0:50.6,0.8420
'0:50.7,0.8421
'0:50.8,0.8423
'0:50.9,0.8421
'0:51,0.8425
'0:51.1,0.8426
'0:51.2,0.8426
'0:51.3,0.8428
'0:51.4,0.8431
'0:51.5,0.8432
'0:51.6,0.8439
'0:51.7,0.8441
'0:51.8,0.8445
'0:51.9,0.8449
'0:52,0.8453
'0:52.1,0.8455
'0:52.2,0.8458
'0:52.3,0.8458
'0:52.4,0.8460
'0:52.5,0.8458
'0:52.6,0.8458
'0:52.7,0.8456
'0:52.8,0.8456
'0:52.9,0.8454
'0:53,0.8454
'0:53.1,0.8455
'0:53.2,0.8454
'0:53.3,0.8452
'0:53.4,0.8450
'0:53.5,0.8439
'0:53.6,0.8413
'0:53.7,0.8395
'0:53.8,0.8386
'0:53.9,0.8376
'0:54,0.8366
'0:54.1,0.8361
'0:54.2,0.8360
'0:54.3,0.8360
'0:54.4,0.8359
'0:54.5,0.8359
'0:54.6,0.8362
'0:54.7,0.8364
'0:54.8,0.8365
'0:54.9,0.8365
'0:55,0.8364
'0:55.1,0.8366
'0:55.2,0.8366
'0:55.3,0.8375
'0:55.4,0.8401
'0:55.5,0.8463
'0:55.6,0.8541
'0:55.7,0.8582
'0:55.8,0.8596
'0:55.9,0.8599
'0:56,0.8596
'0:56.1,0.8589
'0:56.2,0.8581
'0:56.3,0.8573
'0:56.4,0.8566
'0:56.5,0.8561
'0:56.6,0.8555
'0:56.7,0.8551
'0:56.8,0.8547
'0:56.9,0.8542
'0:57,0.8539
'0:57.1,0.8536
'0:57.2,0.8530
'0:57.3,0.8525
'0:57.4,0.8522
'0:57.5,0.8526
'0:57.6,0.8529
'0:57.7,0.8528
'0:57.8,0.8533
'0:57.9,0.8534
'0:58,0.8532
'0:58.1,0.8530
'0:58.2,0.8529
'0:58.3,0.8526
'0:58.4,0.8523
'0:58.5,0.8518
'0:58.6,0.8514
'0:58.7,0.8511
'0:58.8,0.8509
'0:58.9,0.8462
'0:59,0.8419
'0:59.1,0.8412
'0:59.2,0.8413
'0:59.3,0.8431
'0:59.4,0.8451
'0:59.5,0.8461
'0:59.6,0.8465
'0:59.7,0.8468
'0:59.8,0.8470
'0:59.9,0.8471
'1:00,0.8474
'1:00.1,0.8477
'1:00.2,0.8481
'1:00.3,0.8483
'1:00.4,0.8487
'1:00.5,0.8491
'1:00.6,0.8496
'1:00.7,0.8497
'1:00.8,0.8503
'1:00.9,0.8510
'1:01,0.8519
'1:01.1,0.8523
'1:01.2,0.8530
'1:01.3,0.8537
'1:01.4,0.8546
'1:01.5,0.8555
'1:01.6,0.8569
'1:01.7,0.8585
'1:01.8,0.8605
'1:01.9,0.8622
'1:02,0.8635
'1:02.1,0.8646
'1:02.2,0.8654
'1:02.3,0.8664
'1:02.4,0.8673
'1:02.5,0.8679
'1:02.6,0.8686
'1:02.7,0.8691
'1:02.8,0.8697
'1:02.9,0.8702
'1:03,0.8706
'1:03.1,0.8707
'1:03.2,0.8707
'1:03.3,0.8709
'1:03.4,0.8717
'1:03.5,0.8726
'1:03.6,0.8740
'1:03.7,0.8752
'1:03.8,0.8760
'1:03.9,0.8765
'1:04,0.8773
'1:04.1,0.8781
'1:04.2,0.8787
'1:04.3,0.8791
'1:04.4,0.8802
'1:04.5,0.8814
'1:04.6,0.8831
'1:04.7,0.8843
'1:04.8,0.8853
'1:04.9,0.8859
'1:05,0.8868
'1:05.1,0.8875
'1:05.2,0.8882
'1:05.3,0.8886
'1:05.4,0.8892
'1:05.5,0.8906
'1:05.6,0.8913
'1:05.7,0.8914
'1:05.8,0.8915
'1:05.9,0.8918
'1:06,0.8923
'1:06.1,0.8925
'1:06.2,0.8933
'1:06.3,0.8945
'1:06.4,0.8950
'1:06.5,0.8946
'1:06.6,0.8938
'1:06.7,0.8935
'1:06.8,0.8938
'1:06.9,0.8931
'1:07,0.8921
'1:07.1,0.8909
'1:07.2,0.8902
'1:07.3,0.8897
'1:07.4,0.8892
'1:07.5,0.8889
'1:07.6,0.8887
'1:07.7,0.8885
'1:07.8,0.8881
'1:07.9,0.8878
'1:08,0.8877
'1:08.1,0.8875
'1:08.2,0.8878
'1:08.3,0.8882
'1:08.4,0.8882
'1:08.5,0.8883
'1:08.6,0.8887
'1:08.7,0.8891
'1:08.8,0.8900
'1:08.9,0.8912
'1:09,0.8928
'1:09.1,0.8937
'1:09.2,0.8959
'1:09.3,0.8985
'1:09.4,0.9012
'1:09.5,0.9032
'1:09.6,0.9045
'1:09.7,0.9055
'1:09.8,0.9064
'1:09.9,0.9073
'1:10,0.9082
'1:10.1,0.9087
'1:10.2,0.9093
'1:10.3,0.9098
'1:10.4,0.9101
'1:10.5,0.9104
'1:10.6,0.9109
'1:10.7,0.9112
'1:10.8,0.9117
'1:10.9,0.9120
'1:11,0.9122
'1:11.1,0.9122
'1:11.2,0.9127
'1:11.3,0.9136
'1:11.4,0.9145
'1:11.5,0.9154
'1:11.6,0.9158
'1:11.7,0.9164
'1:11.8,0.9173
'1:11.9,0.9176
'1:12,0.9176
'1:12.1,0.9173
'1:12.2,0.9173
'1:12.3,0.9175
'1:12.4,0.9173
'1:12.5,0.9165
'1:12.6,0.9155
'1:12.7,0.9154
'1:12.8,0.9153
'1:12.9,0.9154
'1:13,0.9155
'1:13.1,0.9155
'1:13.2,0.9157
'1:13.3,0.9164
'1:13.4,0.9165
'1:13.5,0.9170
'1:13.6,0.9162
'1:13.7,0.9149
'1:13.8,0.9140
'1:13.9,0.9135
'1:14,0.9132
'1:14.1,0.9131
'1:14.2,0.9130
'1:14.3,0.9130
'1:14.4,0.9128
'1:14.5,0.9127
'1:14.6,0.9127
'1:14.7,0.9127
'1:14.8,0.9128
'1:14.9,0.9129
'1:15,0.9122
'1:15.1,0.9118
'1:15.2,0.9119
'1:15.3,0.9125
'1:15.4,0.9129
'1:15.5,0.9129
'1:15.6,0.9127
'1:15.7,0.9128
'1:15.8,0.9131
'1:15.9,0.9135
'1:16,0.9136
'1:16.1,0.9140
'1:16.2,0.9146
'1:16.3,0.9157
'1:16.4,0.9160
'1:16.5,0.9161
'1:16.6,0.9130
'1:16.7,0.9135
'1:16.8,0.9154
'1:16.9,0.9166
'1:17,0.9175
'1:17.1,0.9186
'1:17.2,0.9189
'1:17.3,0.9190
'1:17.4,0.9194
'1:17.5,0.9198
'1:17.6,0.9201
'1:17.7,0.9201
'1:17.8,0.9202
'1:17.9,0.9201
'1:18,0.9203
'1:18.1,0.9197
'1:18.2,0.9190
'1:18.3,0.9188
'1:18.4,0.9198
'1:18.5,0.9209
'1:18.6,0.9210
'1:18.7,0.9206
'1:18.8,0.9202
'1:18.9,0.9200
'1:19,0.9195
'1:19.1,0.9189
'1:19.2,0.9191
'1:19.3,0.9175
'1:19.4,0.9164
'1:19.5,0.9160
'1:19.6,0.9156
'1:19.7,0.9155
'1:19.8,0.9155
'1:19.9,0.9155
'1:20,0.9154
'1:20.1,0.9154
'1:20.2,0.9153
'1:20.3,0.9154
'1:20.4,0.9154
'1:20.5,0.9155
'1:20.6,0.9157
'1:20.7,0.9160
'1:20.8,0.9164
'1:20.9,0.9171
'1:21,0.9179
'1:21.1,0.9185
'1:21.2,0.9189
'1:21.3,0.9193
'1:21.4,0.9199
'1:21.5,0.9203
'1:21.6,0.9211
'1:21.7,0.9217
'1:21.8,0.9228
'1:21.9,0.9233
'1:22,0.9241
'1:22.1,0.9245
'1:22.2,0.9245
'1:22.3,0.9247
'1:22.4,0.9248
'1:22.5,0.9248
'1:22.6,0.9246
'1:22.7,0.9240
'1:22.8,0.9158
'1:22.9,0.9127
'1:23,0.9133
'1:23.1,0.9144
'1:23.2,0.9157
'1:23.3,0.9172
'1:23.4,0.9189
'1:23.5,0.9255
'1:23.6,0.9287
'1:23.7,0.9303
'1:23.8,0.9303
'1:23.9,0.9293
'1:24,0.9294
'1:24.1,0.9297
'1:24.2,0.9286
'1:24.3,0.9271
'1:24.4,0.9261
'1:24.5,0.9256
'1:24.6,0.9250
'1:24.7,0.9233
'1:24.8,0.9230
'1:24.9,0.9240
'1:25,0.9240
'1:25.1,0.9240
'1:25.2,0.9222
'1:25.3,0.9219
'1:25.4,0.9232
'1:25.5,0.9238
'1:25.6,0.9241
'1:25.7,0.9234
'1:25.8,0.9231
'1:25.9,0.9236
'1:26,0.9242
'1:26.1,0.9248
'1:26.2,0.9259
'1:26.3,0.9270
'1:26.4,0.9280
'1:26.5,0.9298
'1:26.6,0.9319
'1:26.7,0.9342
'1:26.8,0.9371
'1:26.9,0.9398
'1:27,0.9422
'1:27.1,0.9440
'1:27.2,0.9453
'1:27.3,0.9463
'1:27.4,0.9474
'1:27.5,0.9482
'1:27.6,0.9492
'1:27.7,0.9498
'1:27.8,0.9509
'1:27.9,0.9524
'1:28,0.9540
'1:28.1,0.9575
'1:28.2,0.9607
'1:28.3,0.9632
'1:28.4,0.9652
'1:28.5,0.9664
'1:28.6,0.9682
'1:28.7,0.9697
'1:28.8,0.9700
'1:28.9,0.9701
'1:29,0.9703
'1:29.1,0.9709
'1:29.2,0.9709
'1:29.3,0.9701
'1:29.4,0.9703
'1:29.5,0.9700
'1:29.6,0.9695
'1:29.7,0.9698
'1:29.8,0.9718
'1:29.9,0.9737
'1:30,0.9746
'1:30.1,0.9754
'1:30.2,0.9747
'1:30.3,0.9746
'1:30.4,0.9754
'1:30.5,0.9774
'1:30.6,0.9779
'1:30.7,0.9768
'1:30.8,0.9695
'1:30.9,0.9596
'1:31,0.9571
'1:31.1,0.9575
'1:31.2,0.9575
'1:31.3,0.9572
'1:31.4,0.9567
'1:31.5,0.9560
'1:31.6,0.9553
'1:31.7,0.9545
'1:31.8,0.9538
'1:31.9,0.9530
'1:32,0.9523
'1:32.1,0.9516
'1:32.2,0.9509
'1:32.3,0.9502
'1:32.4,0.9496
'1:32.5,0.9489
'1:32.6,0.9482
'1:32.7,0.9475
'1:32.8,0.9466
'1:32.9,0.9451
'1:33,0.9442
'1:33.1,0.9475
'1:33.2,0.9498
'1:33.3,0.9542
'1:33.4,0.9566
'1:33.5,0.9583
'1:33.6,0.9596
'1:33.7,0.9597
'1:33.8,0.9604
'1:33.9,0.9626
'1:34,0.9630
'1:34.1,0.9635
'1:34.2,0.9637
'1:34.3,0.9641
'1:34.4,0.9645
'1:34.5,0.9648
'1:34.6,0.9649
'1:34.7,0.9650
'1:34.8,0.9651
'1:34.9,0.9652
'1:35,0.9653
'1:35.1,0.9654
'1:35.2,0.9655
'1:35.3,0.9655
'1:35.4,0.9654
'1:35.5,0.9654
'1:35.6,0.9653
'1:35.7,0.9654
'1:35.8,0.9654
'1:35.9,0.9655
'1:36,0.9657
'1:36.1,0.9658
'1:36.2,0.9658
'1:36.3,0.9657
'1:36.4,0.9659
'1:36.5,0.9660
'1:36.6,0.9663
'1:36.7,0.9664
'1:36.8,0.9667
'1:36.9,0.9669
'1:37,0.9671
'1:37.1,0.9673
'1:37.2,0.9673
'1:37.3,0.9674
'1:37.4,0.9675
'1:37.5,0.9674
'1:37.6,0.9673
'1:37.7,0.9673
'1:37.8,0.9671
'1:37.9,0.9669
'1:38,0.9668
'1:38.1,0.9664
'1:38.2,0.9662
'1:38.3,0.9659
'1:38.4,0.9657
'1:38.5,0.9656
'1:38.6,0.9654
'1:38.7,0.9653
'1:38.8,0.9652
'1:38.9,0.9651
'1:39,0.9650
'1:39.1,0.9650
'1:39.2,0.9651
'1:39.3,0.9646
'1:39.4,0.9646
'1:39.5,0.9646
'1:39.6,0.9645
'1:39.7,0.9646
'1:39.8,0.9647
'1:39.9,0.9647
'1:40,0.9647
'1:40.1,0.9646
'1:40.2,0.9646
'1:40.3,0.9645
'1:40.4,0.9644
'1:40.5,0.9643
'1:40.6,0.9644
'1:40.7,0.9643
'1:40.8,0.9642
'1:40.9,0.9641
'1:41,0.9642
'1:41.1,0.9642
'1:41.2,0.9642
'1:41.3,0.9644
'1:41.4,0.9644
'1:41.5,0.9646
'1:41.6,0.9646
'1:41.7,0.9647
'1:41.8,0.9647
'1:41.9,0.9639
'1:42,0.9618
'1:42.1,0.9605
'1:42.2,0.9608
'1:42.3,0.9604
'1:42.4,0.9601
'1:42.5,0.9596
'1:42.6,0.9590
'1:42.7,0.9583
'1:42.8,0.9584
'1:42.9,0.9583
'1:43,0.9583
'1:43.1,0.9583
'1:43.2,0.9580
'1:43.3,0.9575
'1:43.4,0.9571
'1:43.5,0.9568
'1:43.6,0.9567
'1:43.7,0.9565
'1:43.8,0.9562
'1:43.9,0.9560
'1:44,0.9560
'1:44.1,0.9560
'1:44.2,0.9560
'1:44.3,0.9561
'1:44.4,0.9560
'1:44.5,0.9560
'1:44.6,0.9558
'1:44.7,0.9555
'1:44.8,0.9556
'1:44.9,0.9555
'1:45,0.9554
'1:45.1,0.9548
'1:45.2,0.9539
'1:45.3,0.9543
'1:45.4,0.9556
'1:45.5,0.9569
'1:45.6,0.9586
'1:45.7,0.9591
'1:45.8,0.9594
'1:45.9,0.9597
'1:46,0.9602
'1:46.1,0.9606
'1:46.2,0.9611
'1:46.3,0.9613
'1:46.4,0.9616
'1:46.5,0.9619
'1:46.6,0.9622
'1:46.7,0.9625
'1:46.8,0.9629
'1:46.9,0.9634
'1:47,0.9638
'1:47.1,0.9644
'1:47.2,0.9650
'1:47.3,0.9656
'1:47.4,0.9662
'1:47.5,0.9669
'1:47.6,0.9676
'1:47.7,0.9689
'1:47.8,0.9701
'1:47.9,0.9711
'1:48,0.9718
'1:48.1,0.9729
'1:48.2,0.9741
'1:48.3,0.9764
'1:48.4,0.9793
'1:48.5,0.9807
'1:48.6,0.9816
'1:48.7,0.9822
'1:48.8,0.9833
'1:48.9,0.9840
'1:49,0.9849
'1:49.1,0.9857
'1:49.2,0.9865
'1:49.3,0.9872
'1:49.4,0.9879
'1:49.5,0.9888
'1:49.6,0.9902
'1:49.7,0.9907
'1:49.8,0.9912
'1:49.9,0.9918
'1:50,0.9912
'1:50.1,0.9909
'1:50.2,0.9904
'1:50.3,0.9896
'1:50.4,0.9889
'1:50.5,0.9883
'1:50.6,0.9878
'1:50.7,0.9872
'1:50.8,0.9867
'1:50.9,0.9859
'1:51,0.9847
'1:51.1,0.9838
'1:51.2,0.9835
'1:51.3,0.9837
'1:51.4,0.9842
'1:51.5,0.9838
'1:51.6,0.9831
'1:51.7,0.9821
'1:51.8,0.9811
'1:51.9,0.9806
'1:52,0.9800
'1:52.1,0.9797
'1:52.2,0.9796
'1:52.3,0.9794
'1:52.4,0.9792
'1:52.5,0.9790
'1:52.6,0.9786
'1:52.7,0.9779
'1:52.8,0.9776
'1:52.9,0.9770
'1:53,0.9759
'1:53.1,0.9747
'1:53.2,0.9751
'1:53.3,0.9760
'1:53.4,0.9765
'1:53.5,0.9771
'1:53.6,0.9774
'1:53.7,0.9760
'1:53.8,0.9625
'1:53.9,0.9581
'1:54,0.9578
'1:54.1,0.9579
'1:54.2,0.9623
'1:54.3,0.9704
'1:54.4,0.9720
'1:54.5,0.9716
'1:54.6,0.9641
'1:54.7,0.9631
'1:54.8,0.9631
'1:54.9,0.9640
'1:55,0.9652
'1:55.1,0.9661
'1:55.2,0.9669
'1:55.3,0.9683
'1:55.4,0.9696
'1:55.5,0.9711
'1:55.6,0.9720
'1:55.7,0.9723
'1:55.8,0.9726
'1:55.9,0.9723
'1:56,0.9662
'1:56.1,0.9638
'1:56.2,0.9719
'1:56.3,0.9737
'1:56.4,0.9741
'1:56.5,0.9749
'1:56.6,0.9759
'1:56.7,0.9703
'1:56.8,0.9586
'1:56.9,0.9579
'1:57,0.9599
'1:57.1,0.9626
'1:57.2,0.9655
'1:57.3,0.9676
'1:57.4,0.9688
'1:57.5,0.9698
'1:57.6,0.9732
'1:57.7,0.9780
'1:57.8,0.9834
'1:57.9,0.9861
'1:58,0.9880
'1:58.1,0.9958
'1:58.2,0.9980
'1:58.3,0.9973
'1:58.4,0.9964
'1:58.5,0.9962
